순번,ID,주소,음식분류,업소명,전화번호,영업시간,좌석수,주차,홈페이지,가능언어,예약가능,영유아시설,조식여부,디저트여부,메뉴,업소소개,지하철정보,버스정보
90,1118,대구광역시 중구 동인동2가 65-2,한식,단아정,053-256-9292,10:00 ~ 22:00,180석(룸6),20대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"의정부 부대찌개 8,000원 <br />버섯불고기 30,000~40,000원 <br />풍기인삼삼계탕 12,000원<br />",단아정은 (구)풍기인삼갈비단으로 경북 영주 풍기인삼을 사용하여 몸에 약이되는 음식을 만드는 음식점입니다.,지하철 1호선 칠성시장역 3번 출구 약 780m 도보로 12분 거리.,버스 정류장은 동인치안센터건너 정류장이 가장 가깝습니다.
91,1101,대구광역시 중구 삼덕동2가 106-13,전통차/커피전문점,연암다원,053-425-7383,10:30 ~ 22:30,20석,없음,없음,영어 ,가능,불가능,불가능,불가능,"녹차 7,000원 <br />말차 7,000원 <br />청차 7,000원<br />",경대병원 인근 도심 한복판에 오롯이 자리 잡은 한옥 건물로 운치 있는 전통차 전문점입니다.,"지하철 2호선 경대병원역 1번 출구 약 370m이며, 도보로 약 6분 거리",버스 정류장은 경북대학교병원건너 정류장이 가장 가깝습니다.
92,1086,대구광역시 중구 공평동 70-3,세계요리,하이타이,053-255-0562,11:30 ~ 21:00 (브레이크타임 15:00 ~17:00),16석,없음,www.facebook.com/hithaifood,가능한 외국어가 없습니다.,불가,불가능,불가능,불가능,"팟타이 11,000원~13,000원 <br />뿌님팟퐁커리 28,000원 <br />똠양꿍 13,000원 <br />간장 치킨 덮밥 12,000원<br />",하이타이는 태국 현지의 음식을 한국인의 입맛에 맞는 스타일로 조리하는 태국음식 전문점입니다.,"지하철 1호선 중앙로역 2번 출구 약 770m이며, 도보로 약 12분 거리",버스 정류장은 삼덕성당앞 정류장이 가장 가깝습니다.
93,1083,"대구광역시 중구 동성로3가 7-6, 1,2층",디저트/베이커리,삼송제과 본점,053-254-4064,08:00 ~ 22:00,32석,없음,www.ssbnc.kr,영어 일본어 ,가능,불가능,불가능,불가능,"통옥수수빵 2,200원<br />오븐에구운야채고로케 2,300원<br />크림치즈찰떡빵 2,800원<br />",1957년 대구 남문시장에서 시작해 전통과 역사를 자랑하는 빵집으로 통옥수수빵(일명 마약빵)과 오븐에 구운 고로케가 대표메뉴입니다.,가장 가까운 지하철은 1호선 중앙로역 1번 출구 약 155m 도보로 2분 거리.<br />지하철 환승역 반월당역 14번 출구 약 273m 도보로 4분 거리.,버스 정류장은 약령시앞 정류장이 가장 가깝습니다.
94,1072,대구광역시 중구 공평동 29-1,한식,진시흥국수방,0507-1430-8484,11:30~21:30 (브레이크타임 15:00~17:00),40석(룸1),주변유료주차장이용,없음,영어 ,가능,불가능,불가능,불가능,"얼큰이칼국수 8,500원 <br />바지락칼국수 8,500원 <br />미니수육 14,000원<br />",‘음식을 정직하게 정성껏 만든다.’는 원칙을 가지고 있는 국수와 보쌈 전문점.,지하철 : 1호선 중앙로역 8번 출구에서 도보 5분 거리,CGV대구한일앞 정류장이 가장 가깝습니다.
95,1048,대구광역시 중구 삼덕동1가 28-20,일식,이자와 동성로점,053-256-2880,12:00 ~ 20:30 (16:00~17:00 브레이크타임),28석,없음,없음,영어 일본어 ,가능,불가능,불가능,불가능,"규카츠 정식 16,000원 <br />스테키동 15,000원 <br />마제소바 10,000원<br />","이자와(いわざ)는 2015년 6월 개업한 국내 최초의 규카츠, 스테키동 전문점의 동성로 분점입니다.",지하철 환승역인 반월당역 10번 출구 약 696m,버스 정류장은 봉산문화거리 건너 정류장이 가장 가깝습니다.
96,1044,대구광역시 중구 종로1가 56-1,특별한 술집,온달포장,053-219-0305,17:00 ~ 04:00,60석,없음,없음,영어 ,가능,불가능,불가능,불가능,"닭똥집 11,000원 <br />곰장어 12,000원 <br />무뼈닭발 12,000원<br />","온달포장은 실내포장마차입니다. <br />닭똥집, 곰장어, 닭다리살 등의 안주류와 술을 판매하는 업소입니다.",지하철 1호선 중앙로역 1번 출구 약 220m 도보 3분,버스 정류장은 만경관건너 정류장이 가장 가깝습니다.
97,1043,대구광역시 중구 동일동 14,한식,바랄새우,053-423-4592,17:00 ~ 24:00,50석,없음,없음,영어 ,가능,불가능,불가능,불가능,"랍스터 치즈구이 44,000원 <br />국내산 왕새우구이(중) 25,000원 <br />독도새우 회(변동)<br />",바랄새우는 바다의 옛말 바랄을 사용한 바다새우라는 의미로 올바른 새우요리를 맛볼 수 있는 국내산 왕새우 전문점입니다.,지하철 1호선 중앙로역 1번 출구 약 130m,버스 정류장은 만경관건너 정류장이 가장 가깝습니다.
98,1038,대구광역시 중구 대봉1동 178-7,한식,징기스,053-425-8592,17:00 ~ 01:00,28석,없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"양갈비 16,000원 <br />명란구이 8,000원 <br />양고기 16,000원<br />",징기스는 대봉동 봉리단길에 위치한 북해도식 양고기 화로구이 전문점입니다.,지하철 3호선 건들바위역 4번 출구 약 360m 5분,버스 정류장은 대봉도서관앞 정류장이 가장 가깝습니다.
99,1026,대구광역시 중구 대봉1동 128-2,양식,올가닉신라,053-421-1628,11:30 ~ 22:30,30석(룸4),8대,없음,영어 일본어 ,가능,가능,불가능,가능,"스테이크코스 100g 73,000원 <br />파스타코스 39,000원 <br />쉐어코스 3인분 187,000원<br />",갤러리 신라 안에 있는 유기농 이탈리안 레스토랑입니다. <br />모든 재료를 유기농으로 고집하는 음식점입니다.,지하철 3호선 대봉교역 1번 출구 약 500m,버스 정류장은 청운맨션건너 정류장이 가장 가깝습니다.
100,1025,대구광역시 중구 종로2가 81,한식,산,053-257-9994,11:30 ~ 21:00(브레이크타임 15:00~17:00),150석(룸12),100대유료주차장(지원),없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"행복품은 산 37,000원 <br />미소가 가득한 산 47,000원 <br />짝을 찾는 산 57,000원 <br />젊음이 넘치는 산 87,000원<br /><br />",한식전문 산은 고급 한식 요리 전문점입니다.,지하철 1호선 중앙로역 2번출구 약 350m <br />지하철 2호선 반월당역 15번 출구 약 250m,버스 정류장은 약령시앞 정류장이 가장 가깝습니다.
101,1024,대구광역시 중구 계산동2가 77,한식,마시뜰(계산점),053-252-1588,10:00 ~ 22:00,70석(룸3),없음.주변유료주차장이용,없음,영어 ,가능,불가능,불가능,가능,"전복갈낙탕 12,000원 <br />곤드레 12,000원 <br />소불고기 14,000원<br />","마시뜰 계산점은 한식 코스요리와 한우코스, 소갈비코스 등을 맛볼 수 있는 한정식, 한우 전문점입니다",지하철 2호선 반월당역 18번 출구 약 380m,버스 정류장은 매일신문사앞 정류장이 가장 가깝습니다.
102,1002,대구광역시 중구 삼덕동2가 105-2,한식,벙글벙글,053-421-5390,09:00 ~ 20:00,70석(룸1),유료주차장이용,없음,가능한 외국어가 없습니다.,예약가능,불가능,가능,불가능,"육개장 9,000원 <br />비빔밥 9,000원 <br />선짓국 9,000원<br />","대구육개장으로 유명한 맛집. 오랜 사골 육수에 파, 무, 양지머리만을 이용해서 만드는 50년 전통의 벙글벙글식당 직영점.",경대병원역 1번출구에서 약 400m 거리 입니다.<br />경북대학교 응급실 맞은편에 위치하고 있습니다.,경북대학교병원건너 정류장이 바로 업소 앞에 위치하고 있습니다.
103,954,대구광역시 중구 포정동 21-3,한식,마산식당,053-253-6304,10:00 ~ 22:00,62석(룸1),없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"씨락육국수 8,000원 <br />돼지수육 15,000원~25,000원 <br />암뽕 15,000원~20,000원 <br />돼지국밥 8,000원<br />",마산식당은 84년에 시작된 돼지국밥과 수육 전문점으로 35년 이상 운영하고 있는 오래된 음식점입니다.,지하철 1호선 중앙로역 4번 출구 약 190m,버스 정류장은 경상감영공원앞 정류장이 가장 가깝습니다.
104,953,대구광역시 중구 동일동 21,한식,통나무집,053-252-6210,11:30 ~ 22:00,96석,주변유료주차장이용,없음,영어 ,가능,불가능,불가능,가능,"해물야채볶음 45,000원~60,000원 <br />아귀찜 45,000원~60,000원<br /><br />",통나무집은 35년 이상의 전통을 지닌 해물야채볶음 전문점입니다.,지하철 1호선 중앙로역 1번 출구 약 150m,버스 정류장은 약령시앞 정류장이 가장 가깝습니다.
105,950,대구광역시 중구 태평로3가 218-18,한식,원조할매곰탕집,053-255-1122,08:00 ~ 21:00,60석(룸2),노상주차,없음,가능한 외국어가 없습니다.,가능,불가능,가능,가능,"곰탕 14,000원 <br />특곰탕 17,000원 <br />수육 35,000원<br />",원조할매곰탕집은 곰탕 전문점으로 한우만을 사용하는 34년 이상의 오래된 음식점입니다.,지하철 1호선 대구역 2번출구에서 약 660m,버스 정류장은 시민회관건너 정류장이 가장 가깝습니다.
106,949,대구광역시 중구 대신동 265-29,한식,성주,053-254-9545,09:00 ~ 19:00,15석,서문시장유료주차장이용,없음,가능한 외국어가 없습니다.,불가,불가능,불가능,불가능,"수육 20,000원~25,000 <br />편육 15,000원 <br />수육정식 11,000원 <br />국밥 8,000원<br />",성주식당은 대를 이은 음식점으로 서문시장에 위치한 수육과 국밥 전문점입니다.,지하철 3호선 서문시장역 3번 출구 약 370m,버스 정류장은 서문시장5지구앞 정류장이 가장 가깝습니다.
107,881,대구광역시 중구 남산4동 568-2,한식,예전손국수,053-257-6656,11:30 ~ 21:00,100석(룸3),10~15대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"손국수 8,000원 <br />찹쌀수제비 10,000원 <br />코다리 20,000원<br />",선별된 재료를 사용하여 칼국수를 만드는 예전손국수는 칼국수와 특허받은 명태찜과 찹쌀 수제비가 유명한 곳입니다.,지하철 1호선 반월당역 19번 출구에서 약 200m,버스 정류장은 남산2동주민센터앞 이 가장 가깝습니다.<br />
108,880,대구광역시 중구 향촌동 18-4,한식,부엉이,053-252-3151,15:00 ~ 22:00,37석,주차불가,없음,가능한 외국어가 없습니다.,불가,불가능,불가능,가능,"생고기 35,000원 <br />육회무침 25,000원 <br />양지머리 25,000원<br />",부엉이식당은 대구 10미 뭉티기(생고기)를 맛볼 수 있는 곳으로 83년 부터 운영되어 온 36년 이상 오래된 생고기 전문점입니다.,지하철 1호선 중앙로역 4번출구에서 약 250m,버스 정류장은 경상감영공원앞이 가장 가깝습니다.<br />
109,836,대구광역시 중구 삼덕동1가 28-12,한식,머꼬삼겹살,0507-1480-3789,15:00 ~ 01:00,96석(룸1),주변유료주차장,없음,영어 일본어 ,가능,불가능,불가능,가능,"삼겹살(생삼겹, 통후추, 허브, 오바마) 11,000원 <br />냉꽃삼겹살(통후추, 허브) 11,000원 <br />이베리코목살 12,000원<br />",2003년 오픈한 이래 특별한 삼겹살을 판매하고 있는 전통의 소스 삼겹살 전문점.,지하철 2호선 반월당 10번 출구 약 400m,버스 정류장은 삼덕교회 정류장이 가장 가깝습니다.
110,831,대구광역시 중구 남산동 912-13,한식,복주소막창,053-422-5821,16:30 ~ 23:00,20석,주차불가,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"소막창(120g) 15,000원 <br />돼지막창(120g) 11,000원 <br />소갈비갈(120g) 13,000원<br />",복주는 남구 명륜로(남산동)에 위치한 대구의 명물인 소막창 전문점입니다.,지하철 2호선 반월당역 5번 출구 약 120m,버스 정류장은 2호선반월당역2 정류장이 가장 가깝습니다.
111,770,대구광역시 중구 동인동4가 168-12,한식,왕거미,053-427-6380,16:00 ~ 21:00 (금 15:00 ~ 21:00),112석룸(4개),유료주차,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"뭉티기(생고기) 50,000원<br />양지/오드레기 50,000원<br />대창구이 40,000원<br />",왕거미는 오독오독 씹는 소리 때문에 오드레기라는 별명을 붙여 처음 사용한 한우 특수부위 전문점입니다. 1976년 영업을 시작한 40년이 넘은 오래된 음식점입니다.,지하철은 2호선 경대병원역 4번 출구 도보로 약 830m<br />,버스 정류장은 중구청건너 정류장이 가장 가깝습니다.
112,769,대구광역시 중구 대봉동 12-7,한식,청도동곡막걸리,0507-1314-5813,15:00 ~ 02:00,30석,유료주차,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"흑산도홍어삼합 60,000원 <br />돼지찌개 22,000원 <br />오뎅탕 16,000원<br /><br /><br />",막걸리 중에서도 영양가가 높고 맛있기로 유명한 청도동곡막걸리 전문점입니다.,지하철 3호선 경대병원역 3번 출구 약 320m,버스 정류장은 방천시장(김광석길)앞 정류장이 가장 가깝습니다.
113,750,대구광역시 중구 공평동 62,세계요리,나자르케밥,053-424-9951,10:00 ~ 04:00,20,주변유료주차장이용,없음,영어 기타 (터키어),가능,불가능,불가능,불가능,"치킨 또르띠아 랩(R) 7,500원 <br />양고기 또르띠아 랩(R) 8,500원 <br />믹스 또르띠아 랩(R) 9,500원<br />",이슬람교도의 할랄음식으로 터키주방장이 요리하는 터키 정통음식. <br />2011년 3월부터 스타케밥으로 영업을 하다 리모델링 후 나자르케방으로 상호를 변경,지하철 2호선 반월당역 10번 출구 약 470m<br />지하철 1호선 중앙로역 2번 출구 약 570m<br />,버스 정류장은 삼덕성당앞 정류장이 가장 가깝습니다.
114,748,대구광역시 중구 동산동 94-1,중식,시안,053-424-3789,11:00~21:00,68석,15대,없음,영어 중국어 기타 (터키어),가능,불가능,불가능,가능,"짜장면 5,000원 <br />야끼우동 8,000원 <br />중화비빔밥 8,000원<br />","요리경력 30년의 화교 영업주가 직접 운영하는 중구에 위치하고 있는 중식 레스토랑 입니다.<br />직접만든 수제물만두, 부추잡채, 유린기 등이 유명합니다.",지하철 3호선 서문시장역 3번 출구 약 280m,버스 정류장은 섬유회관앞 정류장이 가장 가깝습니다.
115,747,대구광역시 중구 동성로1가 6-3 2층,세계요리,바라지레스토랑,053-425-3242,11:00 ~ 22:00,52석,교동시장공용주차장이용,없음,"영어 기타 (인도, 네팔어)",가능,불가능,불가능,불가능,"2인세트(탄두리치킨, 카레, 난/밥)  28,000원 <br />양고기 비르야니 11,000원 <br />서무사 5,000원<br />모모(네팔만두) 8,000원<br /><br />",네팔인이 직접 요리하는 인도/네팔음식 전문점입니다.<br />인도와 네팔에서 15년의 요리경력을 가지고 있으며 대구에서 네팔요리를 가장 잘 한다는 자부심을 가진 곳입니다.,지하철 1호선 중앙로역 3번 출구 약 260m,버스 정류장은 경상감영공원앞 정류장이 가장 가깝습니다.
116,733,대구광역시 중구 삼덕동1가 5-12 2층,일식,회전초밥 갓파스시 대구점,0507-1372-4377,11:00 ~ 21:30,158,주변유료주차장,없음,"일본어 기타 (인도, 네팔어)",불가,불가능,불가능,가능,"평일 런치 레귤러 제한접시 23,800원 <br />주말 및 평일 디너 레귤러 제한접시 27,800원<br />",회전초밥 갓파스시는 프랜차이즈 업체로 정해진 메뉴를 토대로 제작 됩니다.<br />일본 본토에 본사가 있으며 위생이 꼼꼼한 일본식 회전초밥 전문점 입니다.<br />접시 수 만큼 계산.,지하철 1호선 중앙로역 2번 출구 약 420m<br />지하철 2호선 반월당역 10번 출구 약 430m,버스 정류장은 약령시건너(동성로입구) 정류장이 가장 가깝습니다.
117,718,"대구광역시 중구 동성로2가 65-1, 2층",한식,개정 동성로점,0507-1331-0366,11:00 ~ 21:00 (15:00~16:00 브레이크타임),80석(룸1),없음,없음,"영어 기타 (인도, 네팔어)",가능,불가능,불가능,가능,"물냉면/비빔냉면 12,000원 <br />전주비빔밥 12,000원 <br />전주특육회비빔밥 14,000원<br />",비빔밥이 유명한 개정 동성로점.<br />22년 역사를 가진 음식점.,지하철 1호선 중앙로역 2번 출구 약 260m,버스 정류장은 CGV대구한일앞 정류장이 가장 가깝습니다.
118,706,대구광역시 중구 덕산동 125-12(지상3층),세계요리,타라,053-215-8050,11:00 ~ 22:00,50,유료주차,없음,기타 (),가능,불가능,불가능,가능,"버터 난 3,000원 <br />콩프라이 7,000원 <br />시금치, 닭커리 8,000원<br />",치킨 탄두리와 난을 화덕에 구워주는 전통인도 전문점이다.<br />실제 인도 요리사가 현지의 맛을 그대로 재현해 내는 것이 특징이다.,지하철 2호선 반월당역 13번 출구 약 160m,버스 정류장은 약령시건너(동성로입구) 정류장이 가장 가깝습니다.
119,700,대구광역시 중구 봉산동 37-30,한식,행복식당,053-427-2232,11:30 ~ 23:00,68석(룸1),유료주차,없음,기타 (),가능,불가능,불가능,불가능,"동태전 10,000원 <br />도루묵찌개 16,000원 <br />김치전 10,000원 <br />",20년 전통의 쇠고기 장조림과 동태전이 대표적인 메뉴이다.,지하철 2호선 반월당역 11번 출구 약 80m,버스 정류장은 2호선반월당역1 정류장이 가장 가깝습니다.
120,697,대구광역시 중구 덕산동 122-1,특별한 술집,곡주사,053-255-4524,10:00 ~ 22:00,100,유료주차장이용,없음,기타 (),가능,불가능,불가능,불가능,"흑태찜 30,000원~40,000원 <br />아구찜 25,000원~35,000원 <br />제육볶음 12,000원<br />",70년대부터 성주식당이라는 상호로 시작하여 민주화 운동을 하던 학생들이 자주 찾던 선술집으로 역사와 함께 해온 맛집이다.,지하철 2호선 반월당역 16번 출구 약 110m,버스 정류장은 약령시건너(동성로입구) 정류장이 가장 가깝습니다.
121,696,대구광역시 중구 계산동2가 149-1,한식,원조국수,053-256-6420,11:30 ~ 17:30,40,유료주차,없음,기타 (),가능,불가능,불가능,불가능,"칼국수 7,000원 <br />수육 25,000원<br /><br />","멸치, 다시다, 방계, 새우 등 다양한 재료로 우려낸 천연육수에 손으로 직접 반죽한 칼국수 면을 듬뿍 담아낸 맛이 일품인곳.",지하철 2호선 반월당역 18번 출구 약 320m,버스 정류장은 약령시입구 정류장이 가장 가깝습니다.
122,685,대구광역시 중구 계산동2가 31-2,한식,서영,053-253-1199,11:00 ~ 20:30(브레이크타임 15:00~17:00),58석(룸1),매일신문유료주차장,없음,영어 중국어 기타 (),가능,불가능,불가능,가능,"홍합밥(2인 이상) 10,000원 <br />녹두전 10,000원 <br />수육 28,000원<br />","가정집을 개조하여 운영하고 있는 곳으로 홍합밥, 녹두전, 손칼국수 등의 한식을 맛볼 수 있는 한식당입니다.",지하철 2호선 반월당역 18번 출구 약 400m,버스 정류장은 매일신문사건너 정류장이 가장 가깝습니다.
123,669,대구광역시 중구 종로2가 85-1,전통차/커피전문점,미도다방,053-252-9999,09:00 ~ 21:00,108석,없음(인근유료주차장),없음,영어 일본어 기타 (),가능,불가능,불가능,불가능,"쌍화차 5,000원<br />강황꿀차 5,000원<br />모과차 5,000원<br />","진골목에 위치한 옛날식 다방으로 1980년대 부터 현 사장님이 운영하는 곳.<br />유명인사들이 많이 다녀 간 곳으로 차한잔을 시키면 웨하스와 점병, 강정등 간식을 준다.",지하철 2호선 반월당역 15번 출구 약 250m,버스 정류장은 약령시건너(동성로입구) 정류장이 가장 가깝습니다.
124,579,대구광역시 중구 덕산동 124-10,중식,태산만두,053-424-0449,11:00 ~ 21:00 (마지막 주문시간 20:30),44석,유료주차장,없음,중국어 기타 (),가능,불가능,불가능,불가능,"군만두/찐교스/고기왕만두 9,000원 <br />비빔만두/탕수만두 10,000원 <br />만둣국 10,000원<br />","1972년 대구백화점 앞에서 개업을 하고, 지금에 있는 장소까지 항상 신선한 국내산 돼지고기와 야채로 매일 판매 물량의 만두만 만들어서 판매하고 있습니다.<br />",지하철 2호선 반월당역 13번 출구 약 150m 도보로 약 2분 거리입니다.,버스 정류장은 약령시건너(동성로입구) 정류장이 가장 가깝습니다.
125,578,대구광역시 중구 서성로1가 80-2,한식,이모식당,053-255-6971,10:00 ~ 22:00,80석(룸1),유료주차장,없음,중국어 기타 (),가능,불가능,불가능,불가능,"막창순대 소 27,000원 <br />순대국밥 9,000원 <br />돼지국밥 9,000원<br />","서성로 돼지골목에 위치한 순대집.<br />72년 부터 운영되어 온 돼지국밥, 수육 전문점.",지하철 3호선 서문시장역 1번 출구 약 670m<br />지하철 3호선 달성공원역 4번 출구 약 740m<br />,버스 정류장은 성내3동주민센터입구 정류장이 가장 가깝습니다.
126,576,대구광역시 중구 시장북로 120-2,한식,옛집,053-554-4498,11:00 ~ 18:00,40,없음(유료주차),없음,기타 (),가능,불가능,불가능,불가능,"육개장 10,000원",[옛집]은 대구 10미 중의 하나인 대구 육개장의 원조 격으로 육개장만 판매하는 육개장 전문점입니다.,지하철 3호선 서문시장역 2번 출구 약 330m<br />지하철 3호선 달성공원역 3번 출구 약 370m<br />,버스 정류장은 달성공원 건너 정류장이 가장 가깝습니다.
127,575,대구광역시 중구 서성로1가 36-1,한식,성주숯불갈비,053-255-6851,10:00 ~ 22:00,70,10대,없음,기타 (),가능,불가능,불가능,가능,"갈비(220g) 32,000원 <br />안창살(100g) 35,000원 <br />갈비살찜(220g) 32,000원<br />",중구 오토바이 골목에 위치.<br />한우 갈비살이 유명하다.,중앙로역에 내리신 후 차량 이동,"156, 309, 400-1, 420, 425, 427, 508(좌), 521"
128,571,대구광역시 중구 남산동 609-4,한식,남산동이영옥할매보쌈,053-252-3213,24시간,60,유료주차장,없음,일본어 기타 (),가능,불가능,가능,가능,"보쌈 26,000원 ~ 52,000원<br />수육 24,000원 ~ 47,000원 <br />",76년 부터 대를 이어 운영되고 있는 보쌈 전문점으로 남산동 자동차부속골목 끝자락에 위치하고 있습니다.,지하철 1호선 명덕역 7번 출구 약 560m,버스 정류장은 남문아파트앞 정류장이 가장 가깝습니다.
129,570,"대구광역시 중구 문화동 9-14, 2층",한식,낙원순두부,053-425-7167,11:00~21:00 (브레이크타임 15:30~17:30),50석,유료주차장,없음,기타 (),불가,불가능,불가능,불가능,"순두부 9,000원<br />해물순두부 10,000원<br />청국장, 김치찌개, 비빔밥 9,000원",순두부찌개 전문으로 1969년 오픈 이래 지금까지 많은 사랑을 받고 있는 맛집입니다. 자극적인 외국음식이 많은 요즘 부드러운 순두부를 듬뿍 넣고 등뼈를 우려낸 진한 육수로 끓여내어 담백하고 깊은 맛을 내어 다양한 연령층이 찾는 밥집입니다. 핫플공간이 되어가는 교동에서 1차 밥집으로 속을 든든히 채우고 한 잔하기에 안성맞춤입니다.<br />,지하철 1호선 중앙로역 3번 출구 약 340m,버스 정류장은 2.28기념중앙공원건너1  정류장이 가장 가깝습니다.
130,569,대구광역시 중구 태평로1가 4-1,한식,국일불갈비,053-424-5820,11:00 ~ 22:00,78석,13대(진흥유료주차장이용),없음,기타 (),가능,불가능,불가능,가능,"돼지불고기 9,000원<br />돼지불갈비 10,000원<br />고추장불고기 9,500원<br />",1976년 오픈하여 지금까지 43년 이상 영업하고 있는 전통있는 음식점으로 연탄 돼지불고기로 유명한 곳.<br />,"지하철 1호선 대구역 1번 출구에서 약 370m이며, 도보로 약 5분 거리입니다.",버스 정류장은 대구역건너 정류장이 가장 가깝습니다.
131,564,대구광역시 중구 서성로1가 59-1,한식,8번식당,10:00 ~ 21:30,10:00 ~ 22:00,80석(룸1),2대,없음,영어 일본어 중국어 기타 (),가능,불가능,가능,가능,"모듬수육 30,000원 ~ 50,000원 <br />섞어국밥 9,000원 <br />고기국밥 9,000원 <br />순대국밥 9,000원<br />","8번식당은 대를 이어 끓이는 45년 정성의 돼지국밥, 순대국밥의 역사가 깃든 국밥 전문점입니다.<br />","지하철은 3호선 서문시장역 1번 출구 약 680m이며, 도보로 약 10분 거리입니다.",버스 정류장은 성내3동주민센터입구 정류장이 가장 가깝습니다.
132,557,대구광역시 중구 봉산동 25-11,세계요리,라마앤바바나,053-255-9569,11:30 ~ 21:30,36,유료주차장,blog.naver.com/kjb770406,기타 (),가능,불가능,불가능,가능,"치킨커리 12,000원 <br />나시고랭 16,000원 <br />버터갈릭 쉬림프 25,000원<br />탄두리띠까 24,000원 <br />",인도음식 퓨전 요리 전문점.<br />본국에서 직접 공수해온 엄선된 재료들을 인도 전통조리방식과 우리 입맛에 맞게 퓨전요리한 향기로운 인도음식을 즐기시고 느껴보세요.<br />,지하철 2호선 반월당역 10번 출구 약 160m,버스 정류장은 봉산문화거리건너 정류장이 가장 가깝습니다.
133,546,대구광역시 중구 수동 31-2,한식,고향뜰,053-257-6700,10:30 ~ 21:00,88석(룸4),100대(약령주차장1시간무료),없음,영어 일본어 중국어 기타 (),가능,불가능,불가능,가능,"숫총각버섯탕 11,000원 <br />전복버섯탕 16,000원 <br />들깨버섯탕 12,000원 <br />낙지버섯탕 15,000원 <br />능이버섯탕 15,000원 <br />능이전복버섯탕 20,000원 <br />버섯낙지볶음 15,000원 <br />버섯된장찌개 8,000원 <br />버섯불고기 18,000원 <br />생버섯전 12,000원<br />","고향뜰은 버섯탕, 버섯볶음, 버섯찌개, 버섯전 등 다양한 버섯 요리를 맛볼 수 있는 버섯 요리 전문점입니다.<br />",지하철 1호선 중앙로역 1번 출구 약 460m,버스 정류장은 곽병원건너 정류장이 가장 가깝습니다.
134,514,대구광역시 중구 종로2가 61,한식,미성초밥,0507-1396-6775,11:30 ~ 22:00,32,유료주차장,없음,기타 (),가능,불가능,불가능,가능,"회(광어/우럭/밀치) 41,000원~65,000원<br />",진골목에 위치한 음식점 입니다.,지하철 2호선 반월당역 15번 출구 약 260m<br />지하철 1호선 중앙로역 1번 출구 약 300m<br />,버스 정류장은 약령시건너 정류장이 가장 가깝습니다.
135,513,대구광역시 중구 장관동 36-1,한식,약전식당,053-252-9684,11:30 ~ 20:30,66석,유료주차장,없음,일본어 중국어 기타 (),가능,불가능,불가능,가능,"돌솥멍게비빔밥 15,000원 <br />나물비빔밥 8,000원 <br />수육(예약) 40,000원<br />모밀국수 8,000원<br />콩국수 8,000원",약전식당은 2대 50년을 이어온 오래된 맛집으로 건강한 음식을 맛볼 수 있습니다.,"지하철은 1호선/2호선 반월당역 18번 출구 약 390m이며, 도보로 약 5분 거리.",버스 정류장은 약령시입구 정류장이 가장 가깝습니다.
136,509,대구광역시 중구 종로2가 72-1,한식,다전칼국수,053-256-7722,11:30~21:00 (브레이크타임: 15:00~17:00),44(룸1),유료주차장이용,없음,기타 (),가능,불가능,불가능,불가능,"들깨칼국수 9,000원<br />비빔밥 10,000원<br />찜(코다리) 40,000원<br />",다전칼국수 직접 반죽하고 저온 숙성시켜 옛 방식대로 손으로 썰어 찰진 국수를 만드는 칼국수 전문점입니다.,지하철 2호선 반월당역 15번 출구 약 210m<br />,버스 정류장은 약령시건너 정류장이 가장 가깝습니다.
137,507,"대구광역시 중구 남성로 51-6, 2층",한식,가창큰나무집 약령시점,0507-1308-0709,11:00 ~ 21:00,88,유료주차장,없음,기타 (),가능,불가능,불가능,가능,"영계약백숙 15,000원 <br />전복삼계탕 19,000원<br /><br />","가창큰나무집 약령시점 은 가창 큰나무집이 약령시 안에 분점을 낸 곳으로, 압력솥째로 나오는 뜨끈한 백숙 한 그릇으로 몸을 편하게 풀기 좋은 집입니다.",지하철 2호선 반월당역 18번 출구 약 340m,버스 정류장은 약령시입구 정류장이 가장 가깝습니다.
138,473,대구광역시 중구 공평동 8-6,일식,사야까,053-427-0141,11:30 ~ 20:30 (15:30~16:30 브레이크타임),40석,주변유료주차장,없음,일본어 기타 (),가능,불가능,불가능,불가능,"규코츠라멘 11,000원 <br />규코츠 소유라멘 11,000원 <br />규코츠 탄탄멘 11,000원 <br />차슈 큐코츠라멘 14,000원<br />","사야까는 음식의 기본을 재료에서 찾는다.<br />일본처럼 300년, 400년 대를 이어 유지할 수 있는 음식점을 만들려면 가장 중요한 것은 당장의 음식 맛이 아니라 재료라고 생각한다.<br />그래서 이곳 음식점에는 사용하는 재료에 대한 안내서가 많이 눈에 띈다.",지하철 1호선 중앙로역 2번 출구 약 160m,버스 정류장은 약령시앞 정류장이 가장 가깝습니다.
